judul,abstrak,fakultas,bahasa,keywords,link
"PENENTUAN JUMLAH PERSEDIAAN PRODUK  IKAN ASIN DENGAN METODE   ECONOMIC ORDER QUANTITY (EOQ)  (Studi Kasus di PT. AMDICO PRIMA INTERNUSA, Jember)","Masalah penentuan besarnya persediaan bahan baku merupakan masalah yang penting bagi perusahaan, karena persedian bahan baku mempunyai efek yang langsung terhadap keuntungan perusahaan. Adanya persediaan bahan baku yang terlalu besar dibandingkan kebutuhan perusahaan akan menambah beban bunga, biaya pemeliharaan  dan penyimpanan dalam gudang, serta kemungkinan terjadinya penyusutan dan kualitas yang tidak bisa dipertahankan, sehingga semua ini akan mengurangi keuntungan perusahaan. Demikian pula sebaliknya, persediaan bahan baku yang terlalu kecil dalam perusahaan agar mengakibatkan kemacetan dalam produksi, sehingga perusahaan akan mengalami kerugian juga. PT. Amdico Prima Internusa merupakan perusahaan yang melakukan pemesanan produk ikan asin yang digunakan sebagai bahan baku dalam kegiatan perdagangannya dan memerlukan suatu perencanaan persediaan bahan baku yang paling ekonomis. Untuk mengatasi masalah-masalah tersebut, maka perusahaan harus meminimumkan total biaya dalam perubahan tingkat persediaan. Metode EOQ (Economic Order Quantity) merupakan salah satu metode yang paling sering digunakan untuk mengetahui jumlah persediaan bahan baku yang dibutuhkan perusahaan untuk menjaga kelancaran produksinya dengan biaya yang efisien. Pada penulisan karya tulis ini digunakan istilah produk ikan asin untuk menggantikan istilah bahan baku ikan asin, hal ini dikarenakan PT. Amdico Prima Internusa tidak melakukan pengolahan ikan segar menjadi ikan asin secara langsung, melainkan hanya melakukan pendistribusian produk ikan asin dari para produsen ikan asin kepada konsumen. Tujuan penelitian ini adalah untuk mempelajari siklus vii penjualan tahunan ikan asin(1), menentukan jumlah kebutuhan persediaan, jumlah pembelian dan jumlah pemesanan produk ikan asin yang ekonomis (2) serta menentukan sensitivitas dari total biaya persediaan dalam model EOQ (3). Berdasarkan hasil penelitian disimpulkan bahwa : 1. Siklus penjualan tahunan ikan asin menunjukkan pola kuadratik yaitu trend parabola pangkat dua, 2. PT. Amdico Prima Internusa tetap perlu melakukan pembelian semua produk ikan asin karena persediaan awal tahun 2008 (akhir 2007) lebih kecil dari jumlah penjualan pada tahun 2008, 3. Metode EOQ tidak sensitif terhadap perubahan total biaya persediaan dan dalam merencanakan persediaan produk ikan asin dapat menghemat biaya persediaan sebesar Rp. 63.362.647,-",8,other,persediaan bahan baku; Other,https://repository.unej.ac.id/handle/123456789/24488 
KARAKTERISTIK KIMIA KOPI BIJI ROBUSTA HASIL FERMENTASI MENGGUNAKAN MIKROFLORA ASAL FESES LUWAK,"Penelitian dilaksanakan di Laboratorium Rekayasa Proses Hasil Pertanian, dan Laboratorium Kimia dan Biokimia Pangan dan Hasil Pertanian, Fakultas Teknologi Pertanian Universitas Jember pada bulan Agustus 2012 sampai dengan Februari 2013. Penelitian dilakukan dengan pengolahan biji kopi robusta secara semi basah (fermentasi kering) menggunakan starter mikroflora asal feses luwak. Percobaan dirancang secara faktorial dengan faktor lama fermentasi, terdiri dari 4 tingkat yaitu 0 jam, 8 jam, 16 jam, dan 24 jam. Percobaan dilakukan sebanyak 3 kali ulangan. Lama perlakuan 0 jam digunakan sebagai kontrol. Parameter analisis yang digunakan dalam penelitian ini meliputi, analisis kadar air, kadar protein, kadar lemak, kadar abu, kadar karbohidrat, analisis kadar gula reduksi,analisis nilai pH, analisis total asam tertitrasi, dan analisis kadar kafein. Hasil penelitian menunjukkan bahwa biji kopi robusta hasil fermentasi menggunakan mikroflora asal feses luwak memiliki karakteristik sebagai berikut : selama 24 jam kadar air berkisar antara 10,5-11,4%, kadar protein 11,33-13,15%, kadar lemak 6,68-8,35%, kadar abu 3,39-3,61%, kadar karbohidrat64,81-66,26%(by difference), kadar gula reduksi 4,57-7,01%, pH 5,8-6,6, total asam tertitrasi 0,002- 0,005% dan kadar kafein 6600-11000 mg/kg. Biji kopi robusta hasil fermentasi 16 jam memiliki nilai proksimat yang mendekati kopi luwak robusta asli hasil penelitian Marcone (2004), dengan kadar kafein sesuai hasil penelitian Chan and Garcia (2011) sebesar 10000 mg/kg.",8,id,KOPI ROBUSTA; FESES LUWAK; Undergraduat Thesis,https://repository.unej.ac.id/handle/123456789/65435 
"PENGARUH KONSENTRASI NATRIUM METABUSULFIT DAN SUHU PENGERINGAN TERHADAP SIFAT FISIK, KIMIA DAN ORGANOLEPTIK JAMUR MERANG KERING","Hasil penelitian menunjukkan bahwa konsentrasi Natrium metabisulfit berpengaruh nyata terhadap kadar air, kadar abu, residu sulfit, kecerahan, organoleptik warna dan berpengaruh tidak nyata terhadap kadar protein terlarut dan organoleptik aroma.Suhu pengeringan berpengaruh nyata terbadap kadar air, kadar abu, kadar protein terlarut, residu sulfit, organoleptik wama dan bcrpengaruh tidak nyata terhadap organoleptik aroma.",8,id,JAMUR MERANG KERING; Undergraduat Thesis,https://repository.unej.ac.id/handle/123456789/74224 
PENGARUH KADAR AIR JAGUNG DAN KECEPATAN PUTARAN (RPM) MESIN PENGGILING TIPE BURR MILL TERHADAP HASIL PENGGILINGAN JAGUNG,"Dari hasil dan pembahasan bahwa perlakuan variasi kadar air, kecepatan putaran (RPM), dan interaksi antara kadar air dan kecepatan putaran (RPM) berpengaruh tidak nyata terhadap kapasitas penggilingan. Pada effisiensi putaran Burr Mill hasil analisis menunjukkan bahwa variasi kadar air berpengaruh nyata terhadap effisiensi putaran Burr Mill, variasi kecepatan putar berpengaruh tidak nyata dan variasi interaksi kadar air dan kecepatan putar berpengaruh sangat nyata terhadap effisiensi putaran Burr Mill.",8,id,KADAR AIR JAGUNG; HASIL PENGGILINGAN JAGUNG; Undergraduat Thesis,https://repository.unej.ac.id/handle/123456789/75549 
KAJIAN SIFAT FISIK JERUK MANIS (Citrus sinensis) MENGGUNAKAN PENGOLAHAN CITRA DIGITAL,"Kegiatan penanganan pasca panen penting untuk evaluasi terhadap mutu fisik buah jeruk manis. Pada kenyataannya di lapang, sifat fisik buah jarang sekali memperhatikan berat, total padatan terlarut dan kekerasan buah. Pengukuran secara manual yang dilakukan memiliki banyak kurangan, diantaranya membutuhkan waktu lama, adanya faktor kelelahan dari user, biaya yang mahal karena memerlukan uji laboratorium dan metode yang digunakan destruktif (merusak bahan). Berdasarkan hal tersebut, diperlukan suatu metode non-destruktif yang dapat membantu dalam penentuan sifat fisik jeruk manis. Pengolahan citra merupakan salah satu alternatif untuk mengatasi hal tersebut.Tujuan penelitian untuk mengetahui: mengidentifikasi variabel citra yang memiliki hubungan dengan berat, tingkat kekerasan dan total padatan terlarut buah jeruk manis, Hasil penelitian ini diharapkan dapat digunakan sebagai dasar pendugaan sifat fisik buah jeruk manis tanpa merusak buah. Sampel yang digunakan dalam penelitian ini adalah sampel jeruk manis (Citrus sinensis) varietas Sukkari yang didapatkan dari perkebunan rakyat di Kecamatan Junrejo, Kota Batu. Sampel terdiri dari berbagai kelas mutu jeruk yaitu kelas mutu Super (S), kelas A, dan kelas B yang masing-masing berjumlah 40 buah. Sampel buah jeruk manis diambil citranya menggunakan kamera CCD. Citra buah jeruk manis diolah untuk mendapatkan empat variabel mutu citra yaitu area, diameter, indeks r dan indeks g menggunakan program pengolahan citra. Sampel buah jeruk manis kemudian diukur sifat fisik menggunakan timbangan digital, penetrometer dan refraktomer untuk mendapatkan data mengenai berat, tingkat kekerasan dan total padatan terlarutnya (TPT). ix Nilai variabel mutu citra yang dihasilkan dan data sifat fisik buah jeruk manis yang telah diukur kemudian dianalisis menggunakan korelasi momen pearson dan juga koefisien determinasi untuk mencari keeratan hubungan keduanya. Hubungan keduanya juga digambarkan dalam grafik untuk melihat pola yang terjadi. Analisis statistik juga dilakukan untuk melihat pemutuan berdasarkan sifat fisik buah jeruk manis. Analisis statistik yang digunakan meliputi rerata, standar deviasi, Kuartil 1 (K1), K2, K3, minimal dan maksimal kemudian digambarkan dalam grafik boxplot. Hubungan variabel mutu citra dengan sifat fisik buah jeruk diantaranya berat dengan area memiliki keeratan hubungan sangat kuat dengan koefisien determinasi (R²) sebesar 0,951; berat dengan diameter keeratan hubungannya kuat dengan R² sebesar 0,705; berat dengan indeks r dan g memiliki keeratan hubungan rendah dengan R² sebesar 0,257 dan 0,283. Tingkat kekerasan dengan area memiliki keeratan hubungan yang cukup dengan koefisien determinasi (R²) sebesar 0,507; Tingkat kekerasan dengan diameter, indeks r dan g memiliki keeratan hubungan yang rendah dengan R² masing – masing sebesar 0,385; 0,331; dan 0,245. TPT dengan area, diameter, indeks r dan g memiliki keeratan hubungan yang sangat rendah dengan R² masing – masing sebesar 0,053; 0,045; 0,020; dan 0,018. Variabel sifat fisik yang dapat dilakukan untuk standar pemutuan meliputi berat dan tingkat kekerasan buah, sedangkan TPT tidak dapat digunakan.",8,id,JERUK MANIS; Citrus sinensis; Undergraduat Thesis,https://repository.unej.ac.id/handle/123456789/66377 
Rasio Kopi Bubuk dengan Air Pengekstrak dan Komposisi Campuran Gula Kelapa dengan Gula Pasir pada Pembuatan Kopi Instan Gula Kelapa,"Kopi instan gula kelapa merupakan diversifikasi produk dari minuman kopi untuk meningkatkan konsumsi kopi Indonesia seiring dengan meningkatnya produksi kopi Indonesia yang menduduki peringkat keempat negara produsen kopi terbesar didunia setelah Brazil, Vietnam, dan Colombia. Selain itu diversifikasi tersebut juga menaikkan nilai manfaat dari gula kelapa. Sifat- sifat kopi instan gula kelapa antara lain ditentukan oleh rasio kopi bubuk dan air pengekstrak serta komposisi campuran gula kelapa dan gula pasir. Namun formulasi yang tepat antara rasio kopi bubuk dengan air pengekstrak serta komposisi campuran gula kelapa dan gula pasir belum diketahui sehingga perlu diteliti. Tujuan penelitian adalah mengetahui pengaruh rasio kopi bubuk dan air pengekstrak serta pengaruh komposisi campuran gula kelapa dengan gula pasir terhadap sifat-sifat kopi instan gula kelapa dan untuk memperoleh formulasi yang tepat antara rasio kopi bubuk dengan air pengekstrak dan komposisi campuran gula kelapa dengan gula pasir. Penelitian  menggunakan Rancangan Acak Kelompok (RAK) faktorial dengan 2 faktor yaitu ( rasio kopi bubuk dengan air pengekstrak sebesar 1:4 ; 1:5 ; 1:6) dan (komposisi campuran gula kelapa dengan gula pasir dengan prosentase 30%, 40%, dan 50% gula kelapa dari total campuran gula). Parameter yang diamati meliputi rendemen, warna bubuk dan seduhan, kecepatan melarut, kadar air, kadar sari, keasaman seduhan, dan sifat sensoris kopi instan gula kelapa. Hasil penelitian menunjukkan bahwa Rasio kopi bubuk dan air pengekstrak berpengaruh terhadap rendemen dan tidak berpengaruh pada kadar air, keasaman seduhan, nilai warna bubuk dan warna seduhan, daya larut serta kadar sari kopi instan gula kelapa. Sedangkan Komposisi campuran gula kelapa dengan gula pasir berpengaruh terhadap kadar air dan keasaman seduhan, dan vii tidak berpengaruh pada rendemen, nilai warna bubuk dan warna seduhan, daya larut serta kadar sari kopi instan gula kelapa. perlakuan terbaik adalah rasio kopi bubuk dengan air pengekstrak 1:4 serta prosentase gula kelapa 30% dari total campuran gula (A 1 B ). Kopi instan yang dihasilkan mempunyai rendemen 69.54% ; kadar air 1.50%; kecepatan melarut 0.17 gram/ detik; keasaman seduhan 6.49; warna bubuk 32.89; warna seduhan 27.27; kadar sari 98.50%; nilai kesukaan rasa, aroma, warna, dan keseluruhan berturut-turut yaitu: 3,28; 3.40; 3.44; dan 3.52 (agak suka sampai suka)",8,other,"Kopi Bubuk ,Komposisi Campuran Gula Kelapa; Other",https://repository.unej.ac.id/handle/123456789/7763 
ANALISIS BASEFLOW MENGGUNAKAN PERBANDINGAN 6 METODE RDF (Recursive Digital Filter)   (Studi Kasus di UPT PSDAWS Gembong Pekalen),"Daerah aliran sungai didefinisikan sebagai suatu wilayah yang menerima dan mengumpulkan air hujan yang mengalir melalui anak-anak sungai dan keluar pada sungai utama. Perkiraan ketersediaan dan konstribusi aliran dasar (Baseflow) diperlukan sebagai acuan dalam strategi pengembangan dan manajemen sumberdaya air di DAS. Strategi pengembangan dan manajemen sumberdaya air berorientasi untuk mempertahankan kontribusi aliran dasar yang masuk ke sungai selama periode kering dan dimanfaatkan untuk menyuplai kebutuhan air seperti irigasi pertanian, perkebunan dan industri. Tujuan dari penelitian ini adalah mengetahui metode yang menghasilkan nilai Baseflow dan Baseflow index (BFI) yang memiliki kecenderungan signifikan dari 6 metode RDF Data yang digunakan dalam penelitian ini berupa rekaman data debit dan data hujan mulai dari 1996-2005. Pengolahan data debit menggunakan 6 metode RDF dalam Software HydroOffice. Penetapan nilai parameter dilakukan dengan menggunakan metode trial and error. Adapun nilai aliran dasar yang dihasilkan dari 6 metode RDF kemudian dianalisis menggunakan metode R 2 dan Root Mean Square Error (RMSE) untuk mengetahui 6 metode RDF yang signifikan dalam memodelkan aliran dasar. Berdasarkan hasil analisis yang dilakukan dapat diketahui bahwa metode yang memiliki kecenderungan signifikan dalam memodelkan aliran dasar pada 6 DAS yang ada di UPT PSDAWS Gembong Pekalen adalah metode Lyne Hollick dan EWMA Filter. Penetapan ini bedasarkan uji kinerja model dengan   menggunakan metode R 2 dan RMSE. Metode Lyne Hollick diperoleh rerata nilai R 2 = 0,86 dan RMSE = 0,01, sedangkan metode EWMA Filter diperoleh rerata nilai R 2 = 0,87 dan RMSE = 0,01. Hasil dari nilai BFI menunjukkan bahwa aliran sungai yang ada di UPT PSDAWS Gembong Pekalen pada musim kemarau berasal dari konstribusi aliran dasar.",8,other,ANALISIS BASEFLOW MENGGUNAKAN PERBANDINGAN 6 METODE; Other,https://repository.unej.ac.id/handle/123456789/62833 
PEMBUATAN KONSENTRAT MADU KELAPA DARI AMPAS KELAPA SECARA ENZIMATIS MENGGUNAKAN ENZIM SELULASE : KAJIAN  PENGARUH pH DAN SUHU INKUBASI,"Hasil samping pengolahan vco secara kering menghasilkan ampas kelapa, ampas kelapa mengandung cukup tinggi protein sebesar 11,35% dan serat yaitu5,72% dan juga gula. Pada penelitian ini ampas kelapa dibuat konsentrat untuk campuran minuman seperti kopi yang diberi nama madu kelapa. Produksi konsentrat madu kelapa hasil ektraksi dari ampas kelapa secara enzimatis ini menggunakan enzim selulase. Enzim selulase akan mendegradasi dan mengubah selulosa menjadi gula sederhana serta membebaskan protein dan lemak yang tersisa setelah ekstraksi. Pada dinding sel terdapat polisakarida larut air seperti galaktomanan dan manan yang terrelease dan berperanan sebagai serat makanan. Enzim selulase memerlukan pH dan suhu yang cocok untuk aktifitas optimal dalam mengurai selulosa menjadi gula sederhana Penelitian ini dilaksanakan dalam 1 tahapan, Penelitian ini menggunakan formulasi pH dan suhu dalam pembuatan konsentratnya. Selanjutnya dilakukan analisa fisiko- kimia serta organoleptik. Dari data penelitian disusun dalam tabel-tabel, diklasifikasikan, dan digambarkan dalam grafik kemudian di interpretasikan. dengan parameter rendemen (Gravimetri), kelarutan dalam air, kadar protein (Kjedhal), kadar lemak (Soxhlet), , total padatan terlarut (Hand Refraktometer), serat kasar (Ekstraksi), kadar gula total, daya emulsi. Pengolahan data analisa menggunakan metode rancangan acak kelompok 2 faktorial. Data hasil penelitian kemudian dianalisa dengan sidik ragam dan dilanjutkan dengan uji DMRT (Duncan’s Multiple Range Test). Hasil penelitian menunjukkan madu kelapa instan terbaik pada perlakuan A3B3 (pH 6 dan suhu 70 0 C) sebagai perlakuan terbaik.  Konsentrat Madu kelapa yang dihasilkan meliputi kadar protein 9,6%, rendemen 19,74%, Serat 3,603%, kelarutan dalam air 89,0%, kadar gula total 7,25%, kadar lemak 1,268%, daya emulsi 356,6 /gram protein, total padatan terlarut 7,57%.",8,other,KONSENTRAT MADU KELAPA; Other,https://repository.unej.ac.id/handle/123456789/7213 
PRODUKSI PULLULAN OLEH Aureobasidium pullulans DENGAN VARIASI PERLAKUAN AWAL MOLASES   DAN KONSENTRASI NATRIUM NITRAT,"Pullulan merupakan suatu senyawa homopolisakarida ekstraseluler yang dihasilkan oleh Aureobasidium pullulans dengan rantai lurus yang terdiri dari unit maltotriosa dan maltotetraosa dengan ikatan α-(1,6) dan α-(1,4). Penelitian ini bertujuan untuk mengetahui pengaruh pretreatment pada molasses terhadap pertumbuhan sel Aureobasidium pullulans dan jumlah pullulan serta mengetahui konsentrasi sumber nitrogen (NaNO ) yang tepat untuk pertumbuhan sel Aureobasidium pullulans dan jumlah  pullulan. Penelitian dilakukan dengan menggunakan metode deskriptif yang terdiri dari dua faktor dengan tiga kali ulangan. Faktor A yaitu perlakuan awal molases yang terdiri dari perlakuan awal menggunakan  HCl dan HCl + arang aktif. Faktor B yaitu penambahan NaNO 3 xvii 3 yang terdiri dari 0%, 1% dan 2%. Parameter-parameter yang diamati dalam penelitian ini meliputi : biomassa (gr/ml), pullulan (gr/ml), pH dan kadar gula reduksi. Hasil penelitian menunjukkan bahwa pH pada perlakuan awal  HCl dan arang aktif lebih tinggi dibandingkan pH pada perlakuan HCl. Produksi biomassa Aureobasidium pullulans pada perlakuan HCl lebih tinggi dibandingkan biomassa pada perlakuan awal menggunakan HCl + arang aktif. Jumlah pullulan pada perlakuan HCl dan  arang aktif lebih tinggi dibandingkan jumlah pullulan pada perlakuan awal menggunakan  HCl. Kombinasi perlakuan awal molases dengan menggunakan HCl + arang aktif dapat menghilangkan senyawa dan ion-ion penghambat proses fermentasi sehingga menghasilkan pullulan yang maksimal. Hasil yang terbaik dari penelitian ini yaitu menggunakan media molases dengan perlakuan awal menggunakan HCl dan arang aktif dengan konsentrasi NaNO 3 1%.",8,other,Aureobasidium pullulans; Other,https://repository.unej.ac.id/handle/123456789/17198 
Perencanaan Bahan Baku Pada Produksi Gula Tebu (Studi Kasus PTPN XI PG Djatiroto Kabupaten Lumajang) :,"Secara historis, industri gula merupakan salah satu industri perkebunan tertua dan terpenting di Indonesia. Sejarah menunjukkan bahwa Indonesia pernah mengalami era kejayaan industri gula pada tahun 1930-an dengan jumlah pabrik gula yang beroperasi 179 pabrik, produktivitas sekitar 14,80% dan rendemen 11-13,80%. Produksi puncak mencapai sekitar 3 juta ton dan ekspor gula 2,40 juta ton. Berbagai keberhasilan tersebut didukung oleh kemudahan dalam memperoleh lahan yang subur, tenaga kerja murah, prioritas irigasi, dan disiplin dalam penerapan teknologi Dalam kegiatan produksi gula tebu, permasalahan yang sering dihadapi adalah semakin turunnya mutu tebu hasil panen yang dilihat dari parameter nilai rendemen tebu yang sangat kecil. Kecilnya nilai rendemen tebu ini berpengaruh terhadap kualitas dan kuantitas gula yang dihasilkan. Selain itu jumlah kapasitas giling pabrik yang sangat terbatas menyebabkan perlu dilakukannya manajemen tebang angkut yang tepat untuk menghindari kerusakan bahan baku tebu akibat waktu tunggu yang terlalu lama antara petik dan giling. Jumlah kapasitas giling yang terbatas akan mempengaruhi jumlah bahan baku tambahan yang dibutuhkan pada proses pengolahan gula tebu. Jumlah kebutuhan bahan baku yang cukup besar dalam kegiatan pengolahan gula tebu, memerlukan suatu perencanaan persediaan bahan baku yang tepat. Berdasarkan permasalahan tersebut, maka perlu ditentukan formulasi  jumlah tebu tergiling, pemakaian uap yang spesifik serta bahan pembantu yang tepat untuk mencapai produksi rendemen yang maksimum. Pada penelitian ini pengambilan contoh dilakukan dengan menggunakan metode purposive samples berdasarkan ketersediaan data. Data ketersediaan adalah jenis data non probabilitas paling khas yang dipergunakan dalam penelitian dimana unsur-unsurnya diambil atas dasar kemudahan yang dijangkau oleh peneliti. Data yang diambil yaitu data jumlah tebu tergiling, pemakaian uap, kapur tohor, belerang serta flokulant pada tahun 2002 sampai 2006 selama 10 periode, tiap periodenya terdiri dari 15 hari. Sedangkan untuk analisa data menggunakan metode regresi linier berganda dikarenakan semua peubah bebas dianggap mempengaruhi peubah tidak bebas dalam bentuk linier dan bebas satu dengan lainnya. Berdasarkan hasil penelitian dan pengolahan data menggunakan metode regresi linier berganda, didapatkan nilai rendemen maksimum pada tahun 2002 sampai 2006 selama 10 periode, yaitu pada tahun 2006 periode 10 dengan nilai produksi rendemen 8,19 dengan formulasi kapasitas tebu tergiling sebanyak 87.420,8 ton, pemakaian uap sebesar 0,44 ton, kapur tohor 85,82 ton, belerang 32,99 ton serta pemakaian flokulant sebanyak 0,24 ton. Formulasi jumlah tebu tergiling, pemakaian uap dan bahan pembantu yang tepat merupakan informasi yang dapat digunakan sebagai bahan pertimbangan bagi pihak PG Djatiroto dalam merencanakan kebutuhan bahan sehingga pembelian (pengadaan) atas komponen yang diperlukan untuk rencana produksi  dapat dilakukan sebatas yang diperlukan saja sehingga dapat meminimalkan biaya persediaan.",8,other,Perencanaan Bahan Baku; Other,https://repository.unej.ac.id/handle/123456789/17919 
PENGENDALIAN MUTU PRODUK GULA KELAPA DENGAN PENERAPAN DIAGRAM PARETO DAN PETA KENDALI    (Studi Kasus Gula Kelapa Produksi CV “Sinar Abadi” Jember),"ula kelapa sebagai salah satu produk agroindustri merupakan hasil olahan nira kelapa (Cocos nucifera) yang mempunyai peranan penting, terutama eksistensi dan fungsinya tidak dapat digantikan oleh jenis gula lain. Untuk menghasilkan gula kelapa dengan mutu yang baik perlu dilakukan suatu pengendalian pada kondisi nira mentah, suhu pemasakan, dan kualitas produk. Pengendalian mutu tersebut menggunakan metode Statistik Kendali Mutu dengan dua macam alat statistik yaitu diagram pareto dan peta kendali. Tujuan dari penelitian ini untuk mengidentifikasi kriteria cacat produk, mengidentifikasi faktor-faktor yang mempengaruhi mutu produk, mengetahui apakah pH nira mentah, briks nira mentah, suhu pemasakan, dan kualitas produk (bentuk, berat, aroma, rasa, warna, kadar air, kadar abu, kadar gula reduksi, dan residu sulfit) berada dalam rentang kendali mutu, dan  menentukan kemampuan proses berdasarkan indeks kapabilitas proses (Cp) untuk proses-proses yang berada dalam statistik kendali mutu. Penelitian ini dilakukan di desa Lojejer pada tanggal 7 sampai 21 Maret 2006. Analisis dilakukan di laboratorium Pengolahan Hasil Pertanian dan laboratorium Kimia dan Biokimia Jurusan Teknologi Hasil Pertanian, Fakultas Teknologi Pertanian, Universitas Jember. Bahan yang digunakan adalah gula kelapa produksi CV “Sinar Abadi”. Analisa data untuk kriteria bentuk, berat, aroma, dan rasa dilakukan dengan diagram pareto untuk menggambarkan suatu item cacat berdasarkan banyaknya. Bagan kendali x untuk karakteristik mutu (pH nira, kadar briks, suhu pemasakan, warna, kadar air, kadar abu, kadar gula reduksi, residu sulfit) xvi   dan bagan kendali p untuk pengukuran proporsi ketidaksesuaian pada kriteria bentuk, rasa, aroma, dan berat Sedangkan kapabilitas proses ditentukan dengan nilai Cp. Hasil yang diperoleh dari penelitian ini adalah sebagai berikut : kriteria cacat produk mulai dari jumlah terbesar hingga terkecil adalah bentuk, berat, aroma, dan rasa; analisa data variabel untuk pH, kadar briks, suhu pemasakan, warna, kadar air, kadar abu menggunakan bagan kendali x menunjukkan bahwa semua sampel berada pada rentang kendali mutu; analisa data atribut untuk bentuk, berat, aroma, dan rasa menggunakan bagan kendali p menunjukkan bahwa semua sampel berada pada kondisi terkendali, indeks capabilitas proses (Cp) untuk semua variabel proses bernilai 1, berarti bahwa kemampuan proses untuk menghasilkan produk yang sesuai dengan spesifikasi telah baik. Kesimpulan yang didapat dari penelitian ini adalah bahwa proses produksi dan produk gula kelapa pada CV “Sinar Abadi” sesuai dengan standart yang telah ditetapkan.",8,other,GULA KELAPA; Other,https://repository.unej.ac.id/handle/123456789/17174 
Pengaruh jenis dan jumlah penambahan bahan pengikat terhadap karakteristik nugget ikan hasil deboning enzimatis,"Nugget ikan dari jenis ikan yang mempunyai nilai ekonomis rendah hasil deboningenzimatis mempunyai keunggulan dibanding dengan nugget ikan pada umumnya yaitu harganya lebih murah, rasanya lebih gurih dan proses pemisahan tulang (duri) dengan daging ikan lebih mudah. Dalam pembuatan nugget ikan hasil deboning enzimatis perlu ditambahkan bahan pengikat lain untuk meningkatkan kualitas nugget ikan. Bahan-bahan tambahan tersebut antara lain bahan pengikat yang berfungsi untuk memperbaiki struktur nugget, meningkatkan stabilitas emulsi dan meningkatkan cita rasa. Sebagai bahan pengikat dapat digunakan berbagai jenis bahan antara lain susu skim, gluten dan TVP. Masing·masing jenis bahan tersebut mempunyai keunggulan dan kelemahan. Permasalahan yang timbul adalah pembuatan nugget ikan dari lumatan daging ikan hasil deboning secara enzimatis akan menghasilkan nugget dengan struktur yang kurang kompak atau kuat apabila hanya dengan susu skim saja sebagai bahan pengikat. Oleh karenanya perlu ditambahkan jenis bahan pengikat lain seperti guten dan TVP. Penelitian ini bertujuan untuk mengetahui pengaruh jenis dan jumlah penambahan bahan pengikat terhadap karakteristik nugget ikan dan untuk menentukan jenis dan jumlah penambahan bahan pengikat yang tepat sehingga dihasi lkan nugget ikan dengan karakteristik yang baik. Penelitian ini menggunakan rancangan acak kelompok (RAK) faktorial. Fater A adalah jenis bahan pengikat terdiri dari dua jenis yaitu Gluten dan TVP. Faktor B adalah jumah penambahan bahan pengikat terdiri dari tiga level yaitu 0%, 1,5% dan 3% dari lumatan daging ikan. Pengamatan dilakukan terhadap kadar air, tekstur, wama dan uji organoleptik kekenyalan, aroma, rasa serta penerimanaan umum. Hasil penelitan diuji dengan Uji F dan untuk mengetahui perbedaan yang ada dilakukan Uji Beda Jarak Berganda Duncan. Untuk menentukan perlakuan tebaik digunakan metode efektifitas.",8,id,Nugget Ikan; Bahan pengikat; Deboning Enzimatis; Undergraduat Thesis,https://repository.unej.ac.id/handle/123456789/73884 
